Country Name,Total No. of Patients,Cardiovascular,Cancer,Endocrinology and metabolic diseases,Neurological diseases,Mental health and behavioral disorders,Infectious diseases,Dermatology,Gastroenterology,Hematology and coagulation,Renal disease,Rheumatology,Urologic
Russia,34888.00657845221,5232.973681643595,3198.3641165105923,1940.6942370441072,986.7053355047607,2659.2566329189494,4815.6365108081045,3338.0005004045474,2154.1395945826716,2328.0537060982447,1236.2522566790772,3981.52237906819,1844.6783995215126
Germany,31611.850721708397,3650.05253357538,4098.292717327812,4362.3843432354115,2376.9908168347815,2900.5577547057405,1209.6109103851013,2127.187663524089,3808.122715396711,2027.9705535860112,4131.7598649070615,2431.616988769496,3798.8475894169915
Italy,42393.76384312519,2937.224656295128,4461.146115771119,4838.932504764497,3088.327793490453,2830.5035130185797,2601.480899513738,3740.451825071779,4171.3151914726595,4025.338509063858,1584.2176946567408,3420.9886342309433,1939.0020110539613
Brazil,31313.948471286614,1138.6756015813062,1954.917649726846,3564.9060647468077,3239.742359643817,2618.7442969737194,2163.4529387897123,4098.495902453147,4654.529850286916,1402.7411607529095,1513.4275051235481,1101.0753779274444,2119.3388389691754
Israel,24202.929734322755,4738.249637595598,2929.5685037332664,3503.373260752711,660.1167791336678,3370.2402545312634,4894.981679693309,3247.94458515703,823.2722963344266,4199.985162220626,2653.9499771694545,2300.354618143243,2570.642428565815
Japan,39235.31424444466,1903.7482216794622,1703.8220512459077,1981.956080839878,692.6741284648705,4254.219600520798,1563.6494062355582,5727.153896332811,3151.5865794333104,3099.6043323044537,4172.708591383019,1067.501323532223,1788.8093806325714
France,40994.02506663527,3100.9871185129064,919.8638597375987,4130.40631019539,3887.744314822558,1457.6986326592382,2954.909489159093,3615.5034789329156,3436.8986609711733,1784.977653704347,4505.968574235808,3146.5847108451467,5123.29471482593
Germany,31320.59224287026,1200.335390203476,4195.309276812018,3288.5233685834396,2751.9087229899164,2510.726945308938,2333.956568707165,2047.1187577880107,5749.713502234468,1584.1798061581735,3628.0566703211966,5321.104706907056,4408.052338765384
Argentina,32919.902511272274,1301.090146951086,1639.5200015559958,3263.730019043505,3271.6329695044533,4421.284602524178,2546.204811027586,2090.0159182440175,2596.915607005907,2927.0645030707656,2178.807882454313,3648.3706487080112,2294.7105921574575
Japan,30945.42767553146,2172.3336612624253,1568.834690249999,929.440534908151,879.1671174365831,3645.193652814828,2100.1052358829766,5533.284199532365,4049.3111904980956,2465.4368811324016,4427.155043695076,-248.01038204628478,3072.7828613179095
Russia,40601.49440632752,1897.3768520819312,3091.0683029914417,3941.773010406639,1359.6973849374624,4701.546448846371,3730.4875088923145,4378.870196083582,1776.3890410029358,3293.477692121698,2505.2027785311043,2788.874047726269,3176.8235399547266
France,30955.976003871965,2548.723807514019,2668.082334058562,3261.506010868688,3369.2475632199057,2945.7529368211376,2545.469479236918,3113.8572717622496,3833.736264433825,4832.233398013006,2509.1263914015462,4073.7295609796943,1962.360941480165
United Arab Emirates,32970.82501454449,1587.5996625683508,4780.8264818197895,2637.6810805736554,4030.0020070143482,2016.73702865099,1634.8431377834702,4816.392777852401,4207.9384548149,3530.1914527198455,3230.5347299092255,4485.41920041533,1741.6739596533423
Russia,36410.64120538742,1236.0381776633394,1343.618396571341,3001.0464032151112,3361.7397169893707,4610.015356570499,1986.5390945233812,2864.398287987674,3585.019135734935,1767.1553329191233,2021.8325642973498,3765.9011580547635,2400.4257554927017
India,33800.331418306945,829.4447461026565,1403.7261392875362,2788.095661057317,1552.4655953815616,1971.2580942056643,2748.7593400259643,2815.0373505838897,3032.600297793668,2887.565798167867,2356.0933711815474,1167.9241569468963,843.8831935675652
Germany,37988.303741164185,1896.8576469492898,2367.1232318813754,2086.902782421195,2519.2404418162832,1628.6998277473494,2195.039403161079,1224.4154015961974,4908.064049700765,2871.8060813565235,4698.985118922567,2666.7134070256684,1033.4385416795205
Canada,42295.83103492403,2728.241163282094,3745.2415551611743,3973.657748406807,1531.821182621083,2742.2217562638953,2417.359527833564,1910.9629666380852,4068.6314964818466,3451.8482648263216,3492.230766385293,3256.3192677763154,3274.3924118872987
Italy,41065.552666846255,4020.0539079315486,5426.218920579894,4731.992548674966,2782.879544388259,4749.0848244674635,1808.447325840726,2285.563094952047,1613.2207196057202,3897.5069093399898,3553.815196704031,3599.8776412899124,4621.764044973077
United Arab Emirates,38603.106401493125,965.7445430215895,3818.0117668789203,3244.517828500684,3144.7776336926668,2316.8459413040327,1499.723810372876,5314.480885596784,2080.5379211729914,5028.258050174055,1991.4107431700538,4111.4884702867685,3893.7621824144544
Bangladesh,43601.23090009067,4742.571846942581,4951.860736720965,4414.209220081962,3546.1168481656614,3271.7194229031356,2622.345051759155,4372.594993350716,3404.126943628411,2831.0441999520463,4056.3677749061535,2757.5143836240663,2727.7703658141822
United Kingdom,36162.95968139208,2582.430932143733,3251.7453909752935,4712.529475276739,1870.2598806228812,2170.2391863520434,3064.5583176444343,2725.201460318823,3269.6480235235367,1586.923472063093,4370.331257063445,4290.258062340853,1759.9689142002665
Japan,27129.570339214435,3482.5564195647007,1975.3271045451309,2083.1611593457437,1661.7909675618225,3343.2016907697516,2495.54730508234,3595.8139851314572,3520.246039274861,2396.3647614810698,3117.656806770128,3434.388647117797,2685.3672424859665
Saudi Arabia,44484.75406181381,5436.761984097318,1267.1214860853572,2655.6629966661694,1818.540573829584,4412.374657097593,1643.604129260364,3824.877695861901,4901.544993013883,2881.3353841538687,2770.3378133532165,4026.8757369730447,3913.151099746208
United States,41058.0739049919,2867.633936746408,2883.7291701593376,4488.722200322442,2325.3622169669284,4531.488757948048,2882.450608846764,4553.816448014713,4025.639777617263,1285.1196650605561,1756.428831340701,1843.8837396756746,3052.6099346961832
Australia,42858.803753592576,3275.728659621058,3080.3659595826475,4194.350512321017,1488.8968777849725,1661.3064606374753,4439.309877677258,2867.2940414807363,3570.330836638365,1675.9648756671618,5008.306335637336,2794.10887059234,5481.416471645308
Australia,38608.340594288224,3334.9554137523696,4647.041855693189,2773.578508795323,2348.3679049898406,2361.578251966837,1979.6449199985368,2128.7464166879,3816.1185404824996,4259.075240475304,4079.2865446974365,3454.648756738854,2386.84636117916
Italy,40286.70571943865,955.7080662094443,2789.275790694658,4118.183878935187,3675.895999586613,4450.784056840771,1623.9750071442093,1777.093211279507,2624.237685987693,2029.0306461406767,3903.4028302132847,3515.8518997070782,4053.2796139328825
Japan,23069.366223132598,4383.025610017515,2274.7082327579687,1554.6196509109545,700.4103301531995,4716.092478897054,2734.128656318848,2245.24169669333,3422.1946880749897,3115.443941519778,4100.323634481234,5214.473445614754,1070.5533455423533
United Arab Emirates,33581.49504615246,1243.50084414906,1545.6066974200141,1686.2282050057074,2489.705471414377,3759.705629337208,1636.3713740855383,3135.2388288330994,4842.613082139946,3036.190308416942,2278.5311523880428,4893.085461682752,3315.6977586394264
Canada,33458.822307987786,3041.9326079196812,877.1259971903767,4476.356779733985,1105.7007911429532,1467.9573762432224,3402.548640884857,1226.5495244287179,2752.4097435560266,3423.425217587814,3848.8903996599643,3386.7985266123897,1563.1689266158626
Japan,38645.343507023514,4388.050200811882,3091.586154806471,3917.205211233114,3551.246525777025,1399.6048639537005,2500.8207695325386,4671.89596612057,2946.034483039177,3569.679365699154,4488.668395234992,3291.8266856719215,1486.5759547866012
Japan,31387.68684123227,3911.33915763026,3596.915786998424,1675.4302167368676,1547.8611578101222,2383.492114020081,2153.515890927666,2991.3606001920716,3177.075826310792,2654.9889596177973,2754.87908957017,-75.58635066192963,2480.6954823534147
India,31036.96535761501,1471.8027972877514,3128.9627430473834,3365.1914008922813,2636.1394645597857,3956.46062619023,808.4238681548554,3694.4159206455242,3178.0582998770437,3881.8026736334587,1406.4815426496186,2315.440161580052,1897.9168668177274
Mexico,32702.75213759997,733.7406040209105,1834.6419386770076,1424.9948532866033,2543.113678195838,2318.8197003675564,2250.7737944150467,4414.516209935306,4253.04895625264,4504.002437688925,1626.99074323935,4210.524562746038,1368.8895884253425
Australia,39817.70070733733,1419.629293715254,4280.094428080137,2640.071764846778,2609.451888672887,2114.910600621062,5962.004849188662,2862.8346599360707,3341.746009003006,2072.756467665413,3268.5370815501124,5407.507296847079,2996.06773532822
United Arab Emirates,36697.80776164766,1416.7128926246653,2444.3517305772025,3756.003908288889,2487.2423862715727,1710.9726547913922,1933.7317119731529,3631.121097444235,4436.857055598379,2163.805907083835,3155.237380887204,5112.174831508144,1649.2564026619516
Saudi Arabia,41280.09725954706,1742.4688817094914,3798.603807203262,4095.135184524317,1630.2229336777557,3950.109212798977,1791.7588770763352,3195.7058309645904,820.3099782270332,2998.9989283658374,2852.510925760844,1300.848758512683,2924.6474348085794
Argentina,35602.58205282171,2779.2817901678,3928.308675398999,3840.921146630785,2991.107143859317,1987.117239479221,1772.0178785732705,725.5888415450764,1969.1449359574628,3326.073656745317,2309.7754221285018,2999.5338381725815,3996.337736921262
United States,39840.02001784661,1972.4997414468219,1324.23661524156,951.4244168187653,2593.643963924229,1939.624928913676,1738.7366055602001,5052.437985724541,1871.9880383831069,2676.2496627110963,3389.4827927900023,4983.354562552967,4462.238965446126
Italy,41656.051555452344,1151.5611892550933,3957.2395855602576,2559.249263269859,3086.3176245824393,3709.000281874888,1901.1644378347635,4018.098225239556,5590.080580189482,1248.688126856924,2064.6030472996886,5368.21356621666,4794.708594346382
Saudi Arabia,35082.01280836303,3889.6732204409373,3784.4343486922253,4063.6094063006076,1364.9699111993073,5524.042278459864,4490.49026599353,2111.184047517944,3404.0070680869226,4798.46625466848,5002.093657676306,2538.7072559882963,603.8631832553832
Saudi Arabia,31152.459119239,3203.660190998214,1286.5910553136202,1890.143151675988,1109.611167542081,3998.7357065810425,3630.609992599553,2455.8874236034003,858.597281472179,3837.7010362209344,3005.0998038139974,1026.2453839795528,1772.65611566176
France,30459.043344638532,4728.8893011950895,523.9508485441105,2063.6292200607763,2163.6412415489426,3803.2312749686776,2705.4044052317195,1624.8050039350094,4909.82482278751,765.9541589145509,3463.7942275544133,3520.0448932772865,1577.869831482448
Italy,32296.662069992435,1943.7485278532727,2069.7443201180895,2114.5046173194028,4031.1156755566676,1038.2910323002768,2433.0494952560425,487.83051367822117,2588.0530594497154,2633.8358465813176,3512.081063821598,2346.175048609425,1601.1156412864893
India,32415.08432266086,3016.251289854225,2862.9910640789362,2824.536685374382,2178.633154010345,2301.878528394396,939.3725544489005,3940.4864786688627,3180.635354496043,3706.6192693216585,3204.507185112165,2987.383640516667,884.1311347769058
United States,37275.007203846064,5131.903263240071,2695.366080114709,1703.5741906163382,1663.0990361959825,4969.881580022651,3514.8250249205425,3694.4208675900168,3686.250588920682,1407.4376140621744,3180.6092106380756,2354.7542388563575,4926.464506461794
Japan,38044.17343687975,3926.18858564802,2761.991935038782,3508.860908165368,3659.351078872731,2007.7190675787124,1415.7533060157054,4109.791366197226,2812.18761512348,2829.576271686251,4030.6145995922157,1911.5619416120496,2346.762169039162
Canada,33424.6128359522,5714.624285219711,3491.433869846504,4078.7921818970444,3037.6513774154087,3928.685526576497,2124.231172536119,3010.117968262603,3256.369080974757,2881.1684642729697,808.0794866490857,2419.6326342834404,1343.5571764795593
South Africa,34819.81392453293,2291.688003613997,2501.4269622493202,2246.1734770028434,4278.002105668264,4252.684023723531,1617.4094006222624,2495.5356983284614,2291.359655091403,2069.632214875564,4463.835968229707,3315.5342373414314,1092.2485890150326
United Kingdom,49695.17035465214,3045.866270167896,4227.836283380066,5043.000032491413,4266.861035280583,2425.879297107696,2471.140855136256,3273.967791954637,3823.052427091276,1108.5675673136525,4930.268854686041,4701.1339799880725,4363.132048053716
United States,45058.34153184334,2560.4223611673133,4478.928974685139,1745.652150769924,3065.6158418700456,4954.528680738793,2119.4846804551985,5849.955358952994,3736.0761051493087,1667.8108076303374,3114.576325669597,2401.5463387018563,3925.8402731948213
Argentina,42548.86571064162,3004.6396598254514,2489.772128005501,4896.493402278373,3199.213482197322,2027.844192506556,2044.9613794859147,4034.8545743764093,3752.870850958227,4145.2446860677865,1665.139546273068,1429.3764679082437,1819.0599473976938
South Africa,37939.93249908337,807.9944711863561,4167.936471912113,4849.170131409543,2846.3188212065193,2105.545685287962,1770.184349936712,4876.90399504243,2620.399920592951,4367.855092849576,3352.846014016898,2952.3321495418545,3838.386688281537
Germany,30093.514229969416,2120.457438877638,1697.7673225743138,1144.0879845867883,2527.866664804202,1257.7172381540895,2318.535971379734,1144.6365581090067,3989.499486055949,1000.5567863859445,2920.040011670962,6312.829468974119,1064.8845394931343
Israel,34952.764706656664,1077.830417665038,3596.821699410373,2972.9788741142333,885.8489038205325,4705.120754296725,1715.0030827128664,2122.7332224059055,883.7054508885033,5131.832569530112,2211.9573957730518,3256.273640873061,1332.564317218888
Bangladesh,39030.810696308494,4958.048405734224,2180.161253808481,5021.280866638152,2282.843942976194,2456.0116156103904,4504.845331437624,3370.738007022366,3144.599713511535,4403.225119480858,427.27016692575137,3182.561686113701,3224.0887631295636
Japan,38966.75068947939,3134.3430396118843,1875.2523132234826,1295.734103152977,1427.439014626902,4344.397863597883,2380.4024551614893,5080.378485809317,4800.728045483789,1991.1133537586186,4514.42731077168,2572.552731038469,2747.0288470236833
Italy,40892.91570973797,1585.2845348738877,2115.484191276795,4792.633768745015,4678.744459014868,1171.34103916823,5003.383232211215,1814.8914980875531,3710.033610243009,1801.0177304654458,4759.075052532582,4546.527992565461,4715.952585554409
Brazil,46621.313999436345,1175.0245225899273,5113.333846626307,5397.872016829087,2958.281805737542,2346.6725653248154,1932.437978964301,4179.476433322246,5319.1839987767435,4760.680643793328,3759.978250003688,2221.698482451068,3301.4585593245606
Bangladesh,31223.911185307225,3920.3135061496405,1485.4202679990976,490.6914375408689,2167.8711019625075,1517.4467315686159,4243.341675571345,2562.758964933894,2951.5341622400824,1916.2546052352416,2236.345856410665,4082.4257534434155,3859.2971835403223
Argentina,33509.381835904744,1988.3684985724938,3927.046014307296,3931.6859598059273,3618.636009088418,4026.530520854588,1367.3485086725366,3203.691775543991,1221.6816998197946,3226.9066032860073,2989.1196687923566,3509.583692303482,1786.8873759311716
Bangladesh,38336.0256082018,3663.3292290263817,1315.6777988956917,3716.59891036683,3082.5756195757517,1728.5436299036498,2391.96321439882,4034.2805588131732,4145.6826514296645,2973.1918883637945,1795.9194437732215,4167.057068826656,3606.834123346036
Japan,37555.44578411837,4849.784349535345,1512.2368178697786,3865.1105366221263,1974.5555861123628,2630.8834651123816,2328.6296162949543,4957.465530711303,3325.8070354004963,2553.760592958486,3138.961871371328,2238.917866870829,3918.0921332299345
Italy,30864.577339879943,1686.5703687021464,1974.6273358802152,4660.9237444885575,2519.709485444465,3794.739673259683,1701.3934668857444,4119.706122278956,4330.285543030807,2427.72868801872,3654.3856812885556,2683.3847284299454,3258.6605467701083
United Kingdom,32701.746534216938,1607.3375566949765,2287.270130257372,1677.4687108553032,2140.5418389646948,1815.8907517932882,1499.695752544668,4515.353384900423,3613.763267088114,2890.2553643827446,3305.0279287285043,2120.9870507706673,913.7187961127914
Argentina,34368.060877572505,1798.9629787322913,1837.876514693613,1070.7090034196929,1873.6180325852997,2729.212022531285,1434.8522808851583,3494.4911536213226,3023.7760315414007,2138.946262834713,2311.1573419184265,2573.371566497179,1753.0072625657451
France,40236.46699119803,4790.910013098584,1089.8765100358346,4611.200523128492,3223.8473131525116,2484.8965807125205,3084.868673368507,2344.560507275657,3220.6501735045636,1072.0414199408856,3716.505928739269,2562.119871321856,3810.468605744493
United Arab Emirates,44419.63069884271,5200.047166620222,4808.04866385488,3862.5515643148383,3599.1475404252233,1317.2964111886345,1937.3807520856135,2121.4381766577653,4348.362409794621,3978.1262454136877,2140.818322804509,4467.911721894518,3878.504427513528
Argentina,37162.65192993965,549.445928513175,3193.210720312314,2008.1343320982764,3154.8711473101516,1415.0996821986128,1567.3305858243386,3122.2195294399357,523.698551908012,2832.740833827332,2591.8938232081614,3773.9630393314983,1359.7982652324033
Australia,43650.54323293065,4528.600794588517,4071.236679779535,4052.5865062797384,533.8961388212648,3087.794352625525,4229.589901390453,2167.31081428152,4869.614643575773,1455.8550509272993,2786.3805723794444,2404.396957808222,2771.2650409416005
Mexico,26356.49161393029,3160.627763475409,2720.0602187844165,2481.1608286782302,2525.286316997556,4101.597759811582,5377.79406229666,1403.2254916169811,273.07854050758385,2357.036205704744,3280.330724484825,4014.7525211302827,2851.359177405287
Saudi Arabia,38378.116935775746,2393.2945936847163,3782.5333241598505,3429.2156399768583,2075.447828339825,2390.896250845299,1430.284795226363,3650.318287341711,3461.9749573544705,3104.8117649078135,3385.4137392917796,2002.3410410646486,4143.280759327075
Italy,47369.1713748121,4462.1990842826735,4804.532025961831,5250.917210533323,4561.552123256856,1968.7137658645386,2540.1437223646576,1101.2973104976368,4702.068691840179,3457.1768335034963,5136.771020809913,3627.2293672671294,5179.238261476343
Canada,28854.55913441133,2988.817804628766,1769.1213197436127,1441.156883231543,384.86176511683095,4362.073895767793,3823.8323129371206,3954.4490000653327,3816.7737198191235,3912.8545362681493,3350.2923449208442,2395.915971637985,2035.8074982834473
Japan,38358.08481086541,2327.6217246840683,4559.471694403194,3805.841026913259,2441.679667985421,3018.43518713472,3685.4935688462633,5194.111683937356,3444.471055043196,4220.051058944356,2349.481183030765,1455.8311408783163,1641.0063745393636
United Kingdom,37213.23599910533,3553.177748621808,2087.5463054882166,4371.325239874043,2349.6718697469896,1620.3059616812757,1675.9828256519088,4570.423122318315,4024.332280034421,3530.398827129411,993.7971916296341,1601.7786041409192,1632.9693402805933
United Arab Emirates,31243.51361793465,3063.249076102486,2376.9469798249174,1991.9506582297254,2701.5595629977593,4145.236486327697,2250.6386797203536,5612.699545811907,4628.09271149749,4190.803791749578,4194.194340084332,5587.83230895273,3987.575020103073
Bangladesh,35327.41140956147,3515.869971331386,1077.4697358352405,2171.8757030174124,3103.7902463707965,2578.3574528050876,2368.766918636331,1283.9014123770742,3616.133079245556,1627.413329508414,908.3511848470513,1702.6252239782368,624.7326430441619
Russia,38328.07982785392,3932.079909317049,1881.7497007867807,3977.6589496495003,2739.890322401758,2841.0221640154314,4398.325343113405,3396.602015858076,3052.403396574164,2012.9729695257238,1137.9449850834176,5561.624100486106,3060.324078600059
Canada,31725.153111470954,894.6152509761877,1096.7475419034686,1078.4071026871143,2581.137957394318,2802.31087907618,1469.1357713024856,2021.1925367646954,4863.023935233512,3847.036498192847,1968.9364703304516,4976.232012092706,4314.495797778597
United States,31362.23183512352,1461.8246059293904,2879.155929958643,1076.1490631816973,4184.6724092923205,5394.026675278847,2275.6871097098774,3348.23923901089,3530.8531380355507,546.5051648863749,4059.064405928157,2903.294167116917,1738.8627903234399
Saudi Arabia,42113.95128512552,3956.977186406803,2178.3695444443056,2093.294546983087,1596.8999020877743,4720.601007202163,3514.1020549414034,4764.59055165021,1826.047805738481,2077.610762197932,3147.6745589312895,2790.640019551003,3273.5531645242004
Australia,39789.90090982428,4451.136134512998,5644.643539243212,4251.830639300341,3342.1579835047874,3751.3397448850496,5533.907409747392,3289.7526022879,2895.5412469924186,4692.349714512655,2471.443541414392,468.83544347999157,4138.453849161292
India,33023.288913971126,4325.9427301947235,3348.926941165153,4362.742521174716,3373.9692142648805,3141.160018620115,3829.3204818437107,635.7874075877794,3655.631531120081,2683.1230825586426,3109.2160751866118,1823.7730428577747,3147.2231828953663
Canada,37499.328177704694,4287.604825111902,2170.1007908678284,2105.6620501553216,1757.8296725050222,2789.9022522060986,3709.8937157764626,2436.5097098946117,4583.674821995848,3632.7189712601826,2127.9837468495966,4795.781967147197,3728.7623831904793
Bangladesh,41231.89354455329,3483.8487760968765,1958.7281684666707,5111.877144438672,3134.8027389860495,2041.7940936903506,1543.473025707163,1532.4107681699452,4371.855735347107,2196.172307097876,3510.1681082351324,3200.6854519343024,3775.1094640472365
South Africa,28634.387395028793,2121.6110553500694,3617.6524127558296,3931.4985795015264,3783.158639502621,1126.2900491105192,994.7353943026949,2527.355556491311,1591.311853745381,3926.176271800915,3046.3558213352767,977.301941434462,4406.997223046091
Russia,43102.78197376589,4274.3766279929305,1311.8727610617236,1781.7039964940143,3219.5196343005996,4502.270354326796,5023.720211472764,3888.373397558072,1088.2005236245357,2926.8728956120626,2056.1713277863846,3771.780870563094,3657.285874213919
United Kingdom,32391.740451756068,2036.840191517975,1924.2323038150116,3116.890345507792,3455.6037044216605,2787.410682699385,2232.1567342274266,3980.847943226966,4623.499997955174,1446.823618230238,4002.586472138164,4509.80161251655,2681.7030948646525
Australia,38398.377426557374,2267.5837574649886,4609.561296531282,1773.7382147621756,3279.3258275054463,1890.0742220530565,3901.69731424555,2800.8101478488643,4224.658501285186,3906.4914725442827,4998.266428294062,2451.586159360255,4463.242932345407
Bangladesh,27629.39827798206,3114.5564589650257,1003.7000266056141,1933.939796324055,2648.0870890806736,3051.309775967142,4330.533629904158,2969.253791359626,2307.072558341416,3349.401805663159,1180.7996518707155,4304.838504794995,3329.2626069599446
United Arab Emirates,41843.88057419118,1424.201754819951,4377.962499828714,2587.6410683357176,3224.296547141491,2399.0610421308397,1629.3717492010169,5166.918749451312,4238.5259991559615,2039.0691754471109,4030.294806631782,4930.252625706269,3078.3318230629957
United Arab Emirates,36882.99014631833,1065.0784281100364,3373.8225779179234,1126.3148536653785,3016.0946671736187,990.0095353246465,836.0526469633166,5040.356729105892,4588.952828887934,4034.8848843367905,5241.727866720605,2975.6772833337136,4629.73415401772
Canada,44687.02626671338,4123.282739588614,4293.5339322469135,4818.657865096551,2824.5419351522105,4428.400364917797,1978.1909846363476,4616.969255314044,4153.404371615069,3636.888190734498,2028.506271787809,1092.713446644466,3295.5368566322577
India,30492.06704819572,3803.925590135392,4145.328108343365,1160.4381679684334,1927.9544323443029,3236.1338202976453,3029.299190852293,1800.7396420118562,3123.3344310136367,1328.8245618721696,2689.593652734684,3306.1950188441665,2920.5598616055245
United Arab Emirates,35366.07868186353,3872.8793206691425,4117.834265269106,4824.298907028218,1919.377835348596,1576.8804735776132,1995.8541160255152,5234.658021283852,1941.9302889196588,5485.133130205262,3997.732676624066,1346.6333932868097,4337.04327631847
Mexico,30133.42153336118,667.7276615000638,973.823259104687,1493.4400111950895,2448.633280003861,2001.7621995259456,4463.603511224266,2401.7485510026627,3110.762434733381,2700.529178745815,2774.9588704776147,4402.7261101204285,553.4969859560633
South Africa,41769.58730750808,3187.9121651448468,3886.997105632558,4389.466023947563,3642.957720520793,2813.497412931622,2436.3030381267736,5540.408577849803,3832.8085662360636,3876.0045834394027,3964.6225542488005,4380.993299466566,5150.711278098822
Brazil,33541.88532377058,2242.857307607251,1775.041478365774,1073.3444732998996,1589.992121380749,2246.33931909566,2113.6793883058112,3983.8996679840147,3751.4849221797012,2981.399165352287,2062.211489793125,401.09097990037515,1917.6176214889044
Saudi Arabia,36692.92273057083,2434.75204643582,2024.047469731363,2251.0242933360923,1119.139133176944,4474.167547420477,2009.2613166648832,4322.3951683045125,4346.4291005168925,1316.0892757682843,2507.016632864942,2230.331006118457,1693.1899429944792
Saudi Arabia,38221.81886607637,4438.654806429985,4266.285626864841,4399.271458736128,1197.600089619311,4915.698189801418,4338.66302067705,3017.6955935990995,3486.8160638134077,2734.860003171643,3073.4755987288004,2048.264033030805,2159.320261218225
France,31440.88315732718,5980.666714291364,1952.5947117010185,2349.3123905171333,3382.0456442226755,716.1549664067828,4652.820256607335,2630.793875955736,5283.84123925134,750.7093407081522,1529.2735769406174,2132.834416511674,3676.585348804368
Bangladesh,40898.76505024042,1273.0080188502607,4089.3256607812855,3053.3562893613866,2449.5329847666726,2347.548863943156,2299.12671653256,3473.6700906079877,3011.734738650993,2919.808226673878,2511.681862193984,2992.140335210283,3102.3678781520807
Russia,45547.284324653345,3775.498337673321,2442.275751638925,1981.57170293083,2661.4658827348844,4435.1341472548065,5126.086469916212,2009.4001305697464,3869.8653915649857,2213.722173504038,2271.5257863314746,5430.617917539213,4084.2478151063187
India,24667.859135694125,2155.7261948027235,1152.323864055678,461.12669703607355,-89.87922492376788,4065.116563394133,3602.022034201936,2127.325376807519,3991.5894042452132,860.9909806071471,1723.1010047344853,4319.959699876809,704.6192783772169
United States,43384.771208268474,3280.1276008230684,3470.1106007936805,1860.8032694392325,2340.127994561522,3993.1977785890604,1232.1793421902646,4111.310704852048,2090.5340990531618,2290.531044149661,1775.2412379838154,2188.790501617474,2590.99232592761
